中文,繁體,英文,拼音,领域,适用法域,来源地区,类型,来源语境,学习注释,来源记录,条目ID,数据许可,译文审核,中文释义,译法说明,法律依据
仲裁裁决不予执行,仲裁裁決不予執行,refusal to enforce an arbitral award,zhong4 cai2 cai2 jue2 bu4 yu3 zhi2 xing2,dispute_resolution,CN,INTERNATIONAL,term,中华人民共和国仲裁法（2025修订）,不予执行发生在执行程序中，与主动申请撤销仲裁裁决的程序、期限和法院连接点不同。,oll-cn-dispute-resolution:cn-arb-refuse-enforcement-award,cn-arb-refuse-enforcement-award,CC-BY-4.0,project_authored,执行阶段，被申请人证明仲裁裁决存在法定瑕疵，或者执行裁决违背公共利益时，人民法院依法裁定不予执行。,项目释译，非官方译文；refusal to enforce is deliberately separated from setting aside the award.,中华人民共和国仲裁法（2025修订） 第76条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718
仲裁裁决生效,仲裁裁決生效,arbitral award taking effect upon issuance,zhong4 cai2 cai2 jue2 sheng1 xiao4,dispute_resolution,CN,INTERNATIONAL,term,中华人民共和国仲裁法（2025修订）,裁决生效并不排除法定的撤销申请或执行阶段的不予执行审查；这些是不同制度。,oll-cn-dispute-resolution:cn-arb-award-effective,cn-arb-award-effective,CC-BY-4.0,project_authored,仲裁裁决自作出之日起发生法律效力。,项目释译，非官方译文；taking effect upon issuance states the statutory effective date and does not mean the award is immune from judicial supervision.,中华人民共和国仲裁法（2025修订） 第70条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718
仲裁裁决补正,仲裁裁決補正,correction or supplementation of an arbitral award,zhong4 cai2 cai2 jue2 bu3 zheng4,dispute_resolution,CN,INTERNATIONAL,action,中华人民共和国仲裁法（2025修订）,补正针对错误或遗漏，不等同于就实体争议重新仲裁或对裁决提出上诉。,oll-cn-dispute-resolution:cn-arb-correct-supplement-award,cn-arb-correct-supplement-award,CC-BY-4.0,project_authored,仲裁庭对裁决书中的文字、计算错误或已经裁决但在裁决书中遗漏的事项进行补正，当事人也可在法定期限内请求补正。,项目释译，非官方译文；correction or supplementation describes the limited statutory mechanism and not appellate review.,中华人民共和国仲裁法（2025修订） 第69条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718
仲裁证据保全,仲裁證據保全,preservation of evidence for arbitration,zhong4 cai2 zheng4 ju4 bao3 quan2,dispute_resolution,CN,INTERNATIONAL,action,中华人民共和国仲裁法（2025修订）,证据保全与仲裁财产/行为保全目的不同，分别受第五十八条和第三十九条调整。,oll-cn-dispute-resolution:cn-arb-evidence-preservation,cn-arb-evidence-preservation,CC-BY-4.0,project_authored,仲裁中证据可能灭失或以后难以取得时，当事人申请固定、保存证据，由仲裁机构依法将申请提交有管辖权的人民法院；紧急时也可在申请仲裁前依法申请。,项目释译，非官方译文；preservation of evidence for arbitration is distinguished from asset or conduct preservation measures.,中华人民共和国仲裁法（2025修订） 第58条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718
仲裁调解,仲裁調解,mediation by the arbitral tribunal,zhong4 cai2 tiao2 jie3,dispute_resolution,CN,INTERNATIONAL,term,中华人民共和国仲裁法（2025修订）,调解不成应及时作出裁决；调解书经双方签收后发生法律效力。,oll-cn-dispute-resolution:cn-arb-mediation,cn-arb-mediation,CC-BY-4.0,project_authored,仲裁庭在作出裁决前，根据当事人自愿原则主持调解；达成协议后可制作调解书或根据协议结果制作裁决书。,项目释译，非官方译文；mediation by the arbitral tribunal identifies the tribunal-led process and is distinct from the parties’ own settlement.,"中华人民共和国仲裁法（2025修订） 第64,65条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718"
仲裁质证,仲裁質證,examination of evidence in arbitration,zhong4 cai2 zhi4 zheng4,dispute_resolution,CN,INTERNATIONAL,action,中华人民共和国仲裁法（2025修订）,开庭案件的证据应在开庭时出示并由当事人质证；本词条不把质证仅限于证人盘问。,oll-cn-dispute-resolution:cn-arb-examination-evidence,cn-arb-examination-evidence,CC-BY-4.0,project_authored,仲裁程序中，一方提供或仲裁庭收集的证据依法发送给当事人，并由当事人对证据进行审查、质疑和发表意见。,项目释译，非官方译文；examination of evidence is used rather than witness cross-examination alone.,中华人民共和国仲裁法（2025修订） 第57条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718
作不利于格式条款提供方的解释,作不利於格式條款提供方的解釋,interpret standard terms against their provider,zuo4 bu4 li4 yu2 ge2 shi4 tiao2 kuan3 ti2 gong1 fang1 de5 jie3 shi4,contracts,CN,INTERNATIONAL,action,中华人民共和国民法典（2020）,先按通常理解解释；格式与非格式条款不一致时采用非格式条款。,oll-cn-contract-phrases:cn-interpret-against-provider,cn-interpret-against-provider,CC-BY-4.0,project_authored,格式条款有两种以上解释时，采用对提供该条款一方不利的解释。,项目释译，非官方译文；可联想到 contra proferentem，但本词条只描述中国民法典的格式条款规则，未认定各法域范围一致。,中华人民共和国民法典（2020） 第498条 https://www.court.gov.cn/zixun/xiangqing/233181.html
作品,作品,copyright work,zuo4 pin3,intellectual_property,CN,INTERNATIONAL,term,中华人民共和国著作权法（2020修正）,是否属于本定义需看独创性和表达形式等要素，不能仅凭文件存在判断。,oll-cn-core:cn-copyright-work,cn-copyright-work,CC-BY-4.0,project_authored,文学、艺术和科学领域内，具有独创性并能以一定形式表现的智力成果。,项目释译，非官方译文；work 在本词条是著作权法对象，不是工作任务。,中华人民共和国著作权法（2020修正） 第3条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html
侵权纠纷地域管辖,侵權糾紛地域管轄,territorial jurisdiction over a tort dispute,qin1 quan2 jiu1 fen1 di4 yu4 guan3 xia2,dispute_resolution,CN,INTERNATIONAL,term,中华人民共和国民事诉讼法（2023年修正）,具体何处属于侵权行为地可能受案件类型及相关规则影响；本词条仅概括民事诉讼法的一般规则。,oll-cn-dispute-resolution:cn-cpl-tort-territorial-jurisdiction,cn-cpl-tort-territorial-jurisdiction,CC-BY-4.0,project_authored,因侵权行为提起诉讼时，侵权行为地或者被告住所地人民法院依法具有地域管辖权。,项目释译，非官方译文；territorial jurisdiction is used descriptively for the PRC statutory forum rule.,中华人民共和国民事诉讼法（2023年修正） 第29条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1028.html
保密义务,保密義務,confidentiality obligation,bao3 mi4 yi4 wu4,"employment,intellectual_property",CN,INTERNATIONAL,term,中华人民共和国劳动合同法（2012修正）,劳动合同法允许在劳动合同中约定相关保密事项；负有保密义务的人员还可能依法约定竞业限制。,oll-cn-admin-labor:cn-labor-confidentiality-obligation,cn-labor-confidentiality-obligation,CC-BY-4.0,project_authored,劳动关系中，劳动者依约对用人单位商业秘密和与知识产权相关的保密事项承担的保密责任。,项目释译，非官方译文；confidentiality obligation 仅概括本条劳动合同语境，不替代商业秘密法的完整义务体系。,中华人民共和国劳动合同法（2012修正） 第23条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html
保护作品完整权,保護作品完整權,right to integrity of a work,bao3 hu4 zuo4 pin3 wan2 zheng3 quan2,intellectual_property,CN,INTERNATIONAL,term,中华人民共和国著作权法（2020修正）,该权利的保护期不受限制；须结合具体作品及使用行为理解。,oll-cn-core:cn-integrity-right,cn-integrity-right,CC-BY-4.0,project_authored,保护作品不被歪曲或篡改的权利。,项目释译，非官方译文；integrity 在此指作品完整，不是数据校验完整性。,"中华人民共和国著作权法（2020修正） 第10,22条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html"
保证合同,保證合同,guarantee contract,bao3 zheng4 he2 tong2,"contracts,finance",CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,保证方式未约定或约定不明确时，依第六百八十六条按一般保证承担责任。,oll-cn-core:cn-guarantee-contract,cn-guarantee-contract,CC-BY-4.0,project_authored,保证人与债权人约定，在债务人不履行等情形下，由保证人履行债务或承担责任的合同。,项目释译，非官方译文；与提供财产担保的担保物权不同。,"中华人民共和国民法典（2020） 第681,686条 https://www.court.gov.cn/zixun/xiangqing/233181.html"
保障措施,保障措施,safeguard measures,bao3 zhang4 cuo4 shi1,trade,CN,INTERNATIONAL,term,中华人民共和国对外贸易法（2025第二次修订）,第四十八条的触发逻辑与反倾销、反补贴不同，核心在进口数量大量增加及严重损害或威胁，不要求证明倾销或专向性补贴。,oll-cn-tax-trade:cn-safeguard-measures,cn-safeguard-measures,CC-BY-4.0,project_authored,因进口产品数量大量增加并对国内同类或直接竞争产品产业造成严重损害或严重损害威胁时，国家依法采取的必要贸易救济措施。,项目释译，非官方译文；safeguard measures 为通行贸易救济术语。,中华人民共和国对外贸易法（2025第二次修订） 第48条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html
信息网络传播权,信息網絡傳播權,right of communication through information networks,xin4 xi1 wang3 luo4 chuan2 bo1 quan2,intellectual_property,CN,INTERNATIONAL,term,中华人民共和国著作权法（2020修正）,注意公众可自行选择时间地点的特征，与广播权的条文表述区分。,oll-cn-core:cn-network-dissemination,cn-network-dissemination,CC-BY-4.0,project_authored,以有线或无线方式向公众提供作品，使其可在自己选定的时间和地点获得作品的权利。,项目释译，非官方译文；采用解释性英文，不将全部网络行为自动归入本权利。,中华人民共和国著作权法（2020修正） 第10条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html
债务加入,債務加入,accession to a debt as a co-obligor,zhai4 wu4 jia1 ru4,contracts,CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,第三人可与债务人约定加入并通知债权人，也可直接向债权人表示；原债务人并未因此退出。,oll-cn-contract-phrases:cn-accession-to-debt,cn-accession-to-debt,CC-BY-4.0,project_authored,第三人通过法定方式表示加入债务，债权人未在合理期限内明确拒绝时，在承诺范围内与债务人承担连带债务。,项目释译，非官方译文；co-obligor 说明共同负债，避免误读为释放原债务人的债务转移。,中华人民共和国民法典（2020） 第552条 https://www.court.gov.cn/zixun/xiangqing/233181.html
债务转移,債務轉移,transfer of a debt,zhai4 wu4 zhuan3 yi2,"contracts,finance",CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,须经债权人同意；催告后的合理期限内未作表示，视为不同意。,oll-cn-core:cn-transfer-debt,cn-transfer-debt,CC-BY-4.0,project_authored,债务人将全部或部分债务移交第三人承担的安排。,项目释译，非官方译文；不要用债权转让的规则替代债务转移规则。,中华人民共和国民法典（2020） 第551条 https://www.court.gov.cn/zixun/xiangqing/233181.html
债权,債權,right to claim performance,zhai4 quan2,"core,civil,contracts",CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,债权可以来自合同、侵权、无因管理、不当得利及其他法律规定；不只指借款。,oll-cn-core:cn-claim-right,cn-claim-right,CC-BY-4.0,project_authored,权利人请求特定义务人为或者不为一定行为的权利。,项目释译，非官方译文；claim 在不同上下文也可指诉讼请求；这里用完整短语限定其含义。,中华人民共和国民法典（2020） 第118条 https://www.court.gov.cn/zixun/xiangqing/233181.html
